year,num,subject,q,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,a,explanation
2011,2,kei,"次のアからオまでの各事例を判例の立場に従って検討し，（ ）内の甲の行為とＶの死亡との間に因果関係が認められる場合には１を，認められない場合には２を選びなさい。
ア．甲は，深夜，高速道路上で自動車（甲車）を運転中，大型トレーラー（乙車）を運転中の乙とトラブルになり，乙車の進路を妨害した上，追越車線上に乙車を停止させた。甲は，甲車から降り，乙を降車させた上，路上で乙に暴行を加えた後，甲車を運転して立ち去った。乙は，甲が立ち去った後，甲に奪われないためにズボンのポケットにエンジンキーを入れていたのを失念し，乙車を追越車線上に停車させたまま，エンジンキーを探していた。甲が立ち去ってから約５分後，後方から自動車を運転してきたＶは，乙車を発見するのが遅れて自車を追突させ，Ｖはそれにより死亡した。（甲が乙車を追越車線上に停止させた行為）
イ．甲は，人通りの多い路上でＶとけんかになり，Ｖの顔面を殴打したところ，Ｖは路上に転倒し，脳震とうを起こして一時的に意識を失った。甲がＶを放置して逃走した後，日頃からＶに恨みを持っていた乙が通り掛かり，意識を失っているＶの腹部を多数回足で蹴ったところ，Ｖは乙のこの暴行で生じた内臓の出血により死亡した。（甲がＶの顔面を殴打して転倒させた行為）
ウ．甲は，高速道路のパーキングエリアに駐車中の自動車内で，Ｖ女と口論になり，感情が高ぶってＶ女の顔面を平手で１回殴打した。Ｖ女は，腹を立てて一人で帰宅しようと考え，車外に出て，高速道路の本線を横断し，反対車線側に設置された高速バスの停留所に行こうとしたところ，本線上を走行してきた乙運転の自動車にはねられ，全身打撲により死亡した。（甲が車内でＶ女を殴打した行為）
エ．甲は，Ｖを不法に逮捕した上，自動車後部のトランク内にＶを監禁した状態で同車を発進させ，信号待ちのため路上で停車中，居眠り運転をしていた乙が自車を甲の運転する車両に追突させたため，Ｖは追突による全身打撲により死亡した。（甲が運転中の自動車のトランク内にＶを監禁していた行為）
オ．甲は，Ｖの後頸部に割れたビール瓶を突き刺し，Ｖに重篤な頸部の血管損傷等の傷害を負わせたため，Ｖは病院に搬送された。Ｖは，病院で手術を受け，容体が一旦は安定したが，医師からなお予断を許さないから安静を続けるように指示されていたにもかかわらず，医師の指示に従わずに病室内を動き回ったため，当初の傷害の悪化による脳機能障害により死亡した。（甲がＶの後頸部をビール瓶で突き刺した行為）",,,,,,,,,,,12211,
2011,3,kei,次の１から５までの各事例における甲の罪責について判例の立場に従って検討し，乙に対する詐欺罪（刑法第２４６条）が甲に成立しないものを２個選びなさい。,１．甲は，乙とトランプ賭博を行った際，乙の手札の内容が分かるよう不正な細工を施したトランプカードを用いて乙を負けさせ，乙に１００万円の支払債務を負担させた。,２．甲は，１５歳の乙がふだんから多額の現金を持ち歩いているのを知っていたことから，同人の知識や思慮が足りないことに乗じて現金を手に入れようと考え，乙に対し，借りた現金を返す意思もないのに返す意思があるように装って１０万円の借金を申し込み，これを誤信した乙から現金１０万円の交付を受けた。,３．甲は，乙宅の金品を手に入れようと考え，乙宅で乙と歓談中，「火事だ。」と嘘を言い，乙がその旨誤信して外に逃げた隙に乙宅から現金を持ち去った。,４．甲は，パチンコ店において，通常の方法によってパチンコ台で遊技しているように装って同店従業員乙の目を欺き，特殊な器具を使ってパチンコ台を誤作動させてパチンコ玉を排出させ，その占有を取得した。,５．甲は，乙に対し，乙の居宅は耐震補強工事をしないと地震の際に危険である旨嘘を言い，その旨乙を誤信させて必要のない工事契約を締結させたが，乙には資金がなかったことから，乙が甲の妻丙が経営する家具店から家具を購入したように仮装して，その購入代金について乙と信販会社との間で立替払契約を締結させ，これに基づき，同信販会社から丙名義の預金口座に工事代金相当額の振込みを受けた。,,,,,,34,
2011,4,kei,"学生Ａと学生Ｂは，次の【事例】について，後記【会話】のとおり議論している。【会話】中の①から⑦の（ ）内に，後記ａからｎまでの【語句群】から適切な語句を入れた場合，（ ）内に入るものの組合せとして正しいものは，後記１から５までのうちどれか。
【事 例】
　甲は，過去数回，飲酒酩酊の上，正常な運転ができない状態で自動車を運転し，物損事故を起こして運転免許取消処分を受けていたが，運転免許を再取得しないまま，自動車の運転を続けていた。
　ある日，甲は，自動車を運転して居酒屋に行き，同居酒屋で飲酒し始めたが，仮に酩酊して正常な運転ができない状態になっても，自動車を運転して帰宅するつもりであった。
　甲は，同居酒屋で日本酒１升を飲み，酩酊して是非善悪の識別能力及びその識別に従って行動を制御する能力を失った状態で，帰宅するために自動車の運転を開始した。しかし，甲は，飲酒酩酊により正常な運転ができなかったため，自車を歩道上に乗り上げさせて歩行中の乙を跳ね飛ばし，乙を死亡させた。
【会 話】
学生Ａ．この事例は，構成要件としては，（①）罪に当てはまりそうだけど，甲は，運転開始時，是非善悪の識別能力及びその識別に従って行動を制御する能力を失った状態だね。
学生Ｂ．そうすると，運転開始時に甲は（②）がなかったことになるから，甲は不可罰になるのだろうか。
学生Ａ．甲が（②）に影響が出ない程度に飲酒して，正常な運転が困難な状態で自動車を運転していたら（①）罪が成立するのに，この事例が不可罰になるなんて納得できないな。
学生Ｂ．こういう場合に，甲の可罰性を根拠付ける理論として，（③）があったね。
学生Ａ．確か「直接結果を惹起した行為の際には（②）がなくても，その原因となった行為の際に完全な（②）があれば，完全な責任が問いうる。」という理論だったよね。
学生Ｂ．この理論の根拠は何だろう。
学生Ａ．（④）を維持しつつ，構成要件該当事実を原因行為まで遡及させる立場と，（④）の例外を認め，責任だけを原因行為時に遡及させる立場があるよね。
学生Ｂ．（②）を欠いた自分を道具として利用すると捉え，（⑤）と同様に考える見解は，前者の立場に分類されるね。
学生Ａ．だけど，甲が乙を自動車ではねた時点で甲自身が道具といえるか問題となる場合として，甲が（⑥）だった場合があるね。
学生Ｂ．確かに，道具といえるか問題があるね。判例は，（⑥）の場合，（③）の理論を（⑦）よね。
【語句群】
ａ．業務上過失致死
ｂ．危険運転致死
ｃ．責任能力
ｄ．行為能力
ｅ．原因において違法な行為
ｆ．原因において自由な行為
ｇ．行為と責任の同時存在の原則
ｈ．罪刑法定主義
ｉ．共謀共同正犯
ｊ．間接正犯
ｋ．心神喪失
ｌ．心神耗弱
ｍ．適用している
ｎ．適用していない",１．①ａ ②ｃ ③ｅ ④ｇ ⑤ｊ ⑥ｌ ⑦ｍ,２．①ａ ②ｄ ③ｆ ④ｇ ⑤ｉ ⑥ｌ ⑦ｎ,３．①ｂ ②ｃ ③ｆ ④ｇ ⑤ｊ ⑥ｌ ⑦ｍ,４．①ｂ ②ｃ ③ｆ ④ｈ ⑤ｉ ⑥ｋ ⑦ｎ,５．①ｂ ②ｄ ③ｅ ④ｇ ⑤ｊ ⑥ｋ ⑦ｍ,,,,,,3,
2011,5,kei,次の１から５までの各事例における甲の罪責について，判例の立場に従って検討し，甲に危険運転致傷罪が成立するものを２個選びなさい。,１．甲は，自動車を運転中，前方の交差点に設置された対面信号機が赤色表示に変わったのに気付かず，時速約５０キロメートルで同交差点に進入したところ，歩行者用信号機の青色表示に従って前方の横断歩道上を歩行していた乙に自車を衝突させ，乙に傷害を負わせた。,２．甲は，乙を助手席に同乗させて雨の降る山道を自動車で走行中，指定最高速度が時速４０キロメートルであることや，降雨のため路面が滑りやすい状況であることを認識しつつも，対向車もなかったので事故を起こすことはないだろうと思い，時速約１００キロメートルの速度で急カーブに進入したところ，後輪が滑走したために同カーブを曲がりきれず，自車を道路脇の樹木に衝突させ，乙に傷害を負わせた。,３．甲は，飲酒の影響で歩行が困難な状態であることを認識しながら自動車の運転を開始し，運転開始後も自車が激しく蛇行していることを認識しながらも，運転技術に自信があったので，事故を起こすことはないだろうと思い運転を継続したところ，飲酒の影響により，自車を蛇行させて，道路の右脇を歩行していた乙に衝突させ，乙に傷害を負わせた。,４．甲は，交通違反を繰り返して自動車運転免許の取消処分を受けていたものの，自動車の運転経験が長く運転技術に自信があったので，事故を起こすことはないだろうと思って自動車の運転を始めたが，運転中脇見をしてハンドル操作を誤り，自車を対向車線に進出させて乙運転の対向車と衝突させ，乙に傷害を負わせた。,５．甲は，片側１車線の道路を自動車を運転して進行中，時速約５０キロメートルで走行する乙運転の先行車を追い越すに当たり，対向車両が接近しており，追越しを完了させるには乙車の直前に進入する必要があったので，同車の通行を妨害することになるかもしれないと思いつつ，対向車線に自車を進出させて追越しを開始し，乙車の直前に自車を進入させたところ，乙が驚いてハンドルを左に切り，乙車をガードレールに衝突させ，乙に傷害を負わせた。,,,,,,23,
2011,6,kei,罪数に関する次の１から５までの各記述を判例の立場に従って検討した場合，正しいものはどれか。,１．甲は，夜間，車道上にロープを張って，車道を閉塞したところ，自動二輪車を運転して同所を通り掛かった乙がこれに気付かないまま同ロープに引っ掛かり，転倒して負傷した。この場合，甲に乙が負傷をすることについて故意があれば，甲には往来妨害罪と傷害罪が成立し，両罪は牽連犯となる。,２．甲は，乙を殺害する目的で乙方に侵入し，屋内にいた乙を殺害した上，たまたま屋内に居合わせた丙及び丁も殺害した。この場合，甲には，住居侵入罪並びに乙，丙及び丁に対する殺人罪が成立し，住居侵入罪と乙に対する殺人罪が牽連犯として一罪となり，丙及び丁に対する殺人罪と併合罪になる。,３．甲は，眼鏡を掛けた乙の顔面を，眼鏡の上から拳で殴打し，眼鏡を損壊するとともに，乙に全治１週間を要する顔面打撲の傷害を負わせた。この場合，甲には傷害罪と器物損壊罪が成立し，両罪は併合罪となる。,４．甲は，真実は，自己の経営する会社の運転資金に使う目的で，質権を設定するつもりもないのに，乙に対して，「２０００万円をＡ銀行の甲名義預金口座に振り込んでほしい。振り込まれた２０００万円については，見せ金として使用するので，口座から引き出さないし，振込み後，質権も設定する。」などと嘘を言い，これを信じた乙は，Ａ銀行の甲名義預金口座に２０００万円を振り込んだ。その数日後，甲は，同預金に関するＡ銀行名義の質権設定承諾書１通を偽造し，乙に交付した。この場合，甲には詐欺罪，有印私文書偽造及び同行使罪が成立し，これらは牽連犯として一罪となる。,５．甲は，乙を監禁した上で現金を恐喝しようと企て，乙をマンションの一室に監禁し，暴行・脅迫を加えて現金を脅し取った。この場合，甲には監禁罪と恐喝罪が成立し，両罪は併合罪となる。,,,,,,5,
2011,7,kei,"強盗殺人罪に関する次の【見解】Ａ説ないしＣ説に従って後記【事例】ⅠないしⅢにおける甲の罪責を検討し，後記１から５までの【記述】のうち，正しいものを２個選びなさい。（解答欄は，，順不同）
【見 解】
強盗殺人罪が成立するためには，
Ａ説：殺人行為が強盗の機会に行われなければならないとする。
Ｂ説：殺人行為が強盗の手段でなければならないとする。
Ｃ説：殺人行為が強盗の手段である場合に限らず，事後強盗（刑法第２３８条）類似の状況における殺人行為も含むとする。
【事 例】
Ⅰ．甲は，強盗の目的で，乙に対し，持っていたナイフを突き付け，「金を出せ。出さなかったら殺す。」などと申し向け，反抗を抑圧された乙から現金を奪い取った後，逃走しようとしたが，乙に追跡され，犯行現場から約１０メートル逃げたところで，捕まらないようにするため，殺意をもって乙の胸部を刃物で突き刺し，乙を即死させた。
Ⅱ．甲は，乙所有の自動車１台を窃取し，犯行翌日，同車を犯行場所から約１０キロメートル離れた場所で駐車させ，用事を済ませた後，同車に戻ってきたところを乙に発見され，同車を放置して逃走した。甲は，乙に追跡されたので，捕まらないようにするため，殺意をもって乙の胸部を刃物で突き刺し，乙を即死させた。
Ⅲ．甲は，乙方において，乙をロープで縛り上げた上，乙所有の現金を奪い取った後，乙方から逃走しようとしたが，乙方玄関先において，たまたま乙方を訪問した丙と鉢合わせとなり，丙が悲鳴を上げたことから，犯行の発覚を恐れ，殺意をもって丙の胸部を刃物で突き刺し，丙を即死させた。
【記 述】",１．Ａ説によれば，事例Ⅰでは強盗殺人罪が成立する。,２．Ａ説によれば，事例Ⅲでは強盗殺人罪は成立しない。,３．Ｂ説によれば，事例Ⅱでは強盗殺人罪は成立しない。,４．Ｂ説によれば，事例Ⅲでは強盗殺人罪が成立する。,５．Ｃ説によれば，事例Ⅱでは強盗殺人罪が成立する。,,,,,,13,
2011,8,kei,次の１から５までの各記述を判例の立場に従って検討した場合，正しいものはどれか。,１．甲は，昼間の電車内において，多数の乗客が見ている状態で，恋人の乙が着ていたコートの前を広げさせてその陰部を露出させた場面を写真撮影した。同写真撮影について乙があらかじめ甲に対して承諾していた場合，公然わいせつ罪の違法性が阻却され，甲には同罪の共同正犯は成立しない。,２．甲は，重病で苦しんでいる妻乙に同情して，同人の首を絞めて窒息死させた。乙の殺害について乙があらかじめ甲に対して承諾していた場合，甲の行為は，いずれの構成要件にも該当せず，犯罪は成立しない。,３．甲は，乙が保険金をだまし取るのに協力する目的で，乙の右手の親指を包丁で切断した。親指の切断について乙があらかじめ甲に対して承諾していた場合，甲の行為は，傷害罪の構成要件に該当せず，同罪は成立しない。,４．甲は，１１歳の乙の陰部を指で弄ぶなどのわいせつな行為を行った。わいせつな行為をすることについて乙があらかじめ甲に対して承諾していた場合，甲の行為は，強制わいせつ罪の構成要件に該当せず，同罪は成立しない。,５．甲は，妊娠している妻乙と話し合った上，薬物を使用して堕胎させた。堕胎について乙があらかじめ甲に対して承諾していた場合，甲の行為は，不同意堕胎罪の構成要件に該当せず，同罪は成立しない。,,,,,,5,
2011,9,kei,"次の【事例】における甲の罪責に関する後記１から５までの【記述】を判例の立場に従って検討し，正しいものを２個選びなさい（ただし，事例において，公共の危険は発生したものとする。）。
【事 例】
甲は，乙が所有し単身で居住している木造家屋の玄関前において，同所に駐車中の乙所有の自動二輪車の車体にガソリンをまいた上，新聞紙にライターで点火し，これを同車に投げ付け，同車を炎上させたところ，火が上記家屋に燃え移って全焼した。
【記 述】
",１．火が家屋に燃え移ることを甲が認識・認容していなかった場合，同家屋に対する延焼罪が成立する。,２．甲は，火が家屋に燃え移ることを認識・認容していたが，同家屋は居住する者のいない空き家であって同家屋内には誰もいないものと誤信していた場合，他人所有非現住建造物等放火罪が成立する。,３．火が家屋に燃え移ること及び同家屋に乙が居住していることを甲が認識・認容していた場合において，甲と乙が，同家屋に掛けられていた火災保険の保険金をだまし取るため，放火することを共謀していたときは，他人所有現住建造物等放火罪が成立する。,４．火が家屋に燃え移ること及び同家屋に乙が居住していることを甲が認識・認容していた場合において，現実には同家屋内に乙がいたのに，乙は外出中で同家屋内には誰もいないものと甲が誤信していたときは，現住建造物等放火罪が成立する。,５．甲は，火が家屋に燃え移ることを認識・認容していただけでなく，同家屋内で就寝中の乙が焼け死ぬことを認識・認容していた場合，現実に乙が焼死したときには，現住建造物等放火罪と殺人罪が成立し，後者は前者に吸収される。,,,,,,24,
2011,10,kei,"次のアからオまでの各記述を判例の立場に従って検討し，正しい場合には１を，誤っている場合には２を選びなさい。
ア．甲は，乙を毒殺する目的で毒入り菓子をお歳暮として郵送するため，郵便局の窓口でその菓子を包んだ小包の郵送を申し込んだが，誤って実際には存在しない住所を宛先として記載したために同小包はどこにも配達されずに甲宅に送り返された。この場合，甲には殺人未遂罪が成立する。
イ．甲は，自己が居住する建物に付した火災保険の保険金を保険会社からだまし取る目的で同建物に放火したが，保険金を請求するに至らなかった。この場合，甲には詐欺未遂罪は成立しない。
ウ．甲は，乙の住居内に侵入し，タンスの引き出しを開けるなどして金目の物を探したが，見付けることができないうちに乙に発見された。甲は，逮捕を免れるため，乙に対して包丁を示して脅迫し，屋外に逃走したが，通報により駆けつけた警察官に現場付近で逮捕された。この場合，甲には事後強盗未遂罪が成立する。
エ．甲は，勾留状の執行により拘禁されている未決の被告人であったところ，逃走の目的で拘禁場の換気孔の周辺の壁部分を削り取って損壊したが，いまだ脱出可能な穴を開けるに至らず，逃走行為自体に及ばないうちに検挙された。この場合，甲には加重逃走未遂罪は成立しない。
オ．甲は，他人が居住する建物に放火することを企て，３０分後に発火して導火材を経て同建物に火が燃え移るように設定した時限発火装置を同建物に設置したが，設定した時刻が到来する前に発覚して同装置の発火に至らなかった。この場合，甲には現住建造物等放火未遂罪は成立しない。",,,,,,,,,,,21122,
2011,11,kei,"偽証罪に関する次の【見解】に従って後記１から５までの【記述】を検討し，誤っているものを２個選びなさい。
【見 解】
Ａ説：偽証罪は，宣誓した証人が客観的事実に反する陳述をした場合に成立する。
Ｂ説：偽証罪は，宣誓した証人が自己の記憶に反して陳述をした場合に成立する。
【記 述】",１．証人が自己の記憶に反する事実を客観的事実に反すると思いながら陳述したが，それが客観的事実に合致していた場合，Ａ説によれば，偽証罪は成立しない。,２．上記１の場合，Ｂ説によれば，偽証罪は成立しない。,３．証人が客観的事実に反しないと思いながら自己の記憶どおりに陳述したが，それが客観的事実に合致していない場合，Ａ説によれば，偽証罪が成立する。,４．証人が自己の記憶に反する事実を客観的事実に反すると思いながら陳述し，それが客観的事実に合致していない場合，Ａ説によっても，Ｂ説によっても，偽証罪が成立する。,５．証人が自己の記憶に反する事実を客観的事実に反しないと信じて陳述したが，それが客観的事実に合致していない場合，Ａ説によれば，偽証罪は成立しない。,,,,,,23,
2011,12,kei,"次の１から５までの各記述のうち，誤っているものはどれか。
（参照条文）刑法
第２３５条 他人の財物を窃取した者は，窃盗の罪とし，１０年以下の懲役又は５０万円以下の罰金に処する。
第２４０条 強盗が，人を負傷させたときは無期又は６年以上の懲役に処し，死亡させたときは死刑又は無期懲役に処する。",１．前科のない甲が強盗致傷罪を犯して同罪で起訴された場合，裁判所は，酌量減軽をする事由があれば，甲に対し，懲役３年，５年間執行猶予（保護観察なし）の判決を宣告することができる。,２．前科のない甲が窃盗罪を犯して同罪で起訴された場合，裁判所は，甲に対し，罰金３０万円の判決を宣告するに当たり，その執行を猶予することができる。,３．甲は，判決により，懲役２年，３年間執行猶予（保護観察なし）に処せられたが，その後犯した窃盗罪で起訴され，前記執行猶予期間の経過前に判決宣告日を迎えた。この場合，裁判所は，甲に対し，懲役２年，３年間執行猶予（保護観察付き）の判決を宣告することができる。,４．甲は，判決により，懲役１年，２年間執行猶予（保護観察なし）に処せられたが，その後犯した窃盗罪で前記執行猶予期間の経過前に起訴され，同執行猶予期間経過後に判決宣告日を迎えた。この場合，裁判所は，甲に対して，懲役３年，５年間執行猶予（保護観察付き）の判決を宣告することができる。,５．懲役刑に処せられた甲が，その執行終了の１年後に犯した窃盗罪で起訴され，執行終了後５年を経過する前に判決の宣告を受ける場合，裁判所は，甲に対して，執行猶予付きの懲役刑を言い渡すことができない。,,,,,,3,
2011,13,kei,親族間の犯罪に関する次の１から５までの各記述を判例の立場に従って検討し，誤っているものを２個選びなさい。,１．甲は，同居している甥の乙が盗んできた宝石を，その事情を知りながら，乙から無償で譲り受けた。この場合，甲には盗品等無償譲受け罪が成立するが，その刑は免除される。,２．甲は，別居している祖父乙から現金を脅し取った。この場合，甲には恐喝罪が成立するが，その刑は免除される。,３．甲は，別居している乙（５歳）の祖母であり，家庭裁判所によって乙の未成年後見人に選任され，後見人の事務として乙の預金口座を管理していたが，その口座から現金を引き出して自らのために費消した。この場合，甲には業務上横領罪が成立するが，その刑は免除される。,４．甲は，Ａ株式会社の代表取締役である実父乙が管理するＡ社所有の絵画を窃取した。この場合，甲には窃盗罪が成立し，その刑は免除されない。,５．甲は，同居している実父乙を被告人とする窃盗事件の公判期日に，証人として出廷し，宣誓の上，乙の利益のために偽証をした。この場合，甲には偽証罪が成立するが，その刑を免除することができる。,,,,,,35,
2011,14,kei,"両罰規定に関する次の【見解】Ａ説ないしＣ説に従って，後記【罰則】の適用に関する後記１から５までの【記述】を検討し，誤っているものを２個選びなさい。
【見 解】
Ａ説：両罰規定は，法人が無過失であっても代表者や従業者の責任が法人に転嫁されることを政策的に認めたものである。
Ｂ説：法人の代表者の違反行為は法人の違反行為であり，法人の従業者の違反行為については，法人の代表者の当該従業者に対する選任監督上の過失が推定され，過失責任に基づき法人が処罰される。
Ｃ説：法人の代表者の違反行為は法人の違反行為であり，法人の従業者の違反行為については，法人の代表者の当該従業者に対する選任監督上の過失が擬制され，過失責任に基づき法人が処罰される。
【罰 則】
出入国管理及び難民認定法第７３条の２第１項
次の各号のいずれかに該当する者は，３年以下の懲役若しくは３００万円以下の罰金に処し，又はこれを併科する。
一 事業活動に関し，外国人に不法就労活動をさせた者
二 （以下略）
同法第７６条の２
法人の代表者又は法人若しくは人の代理人，使用人その他の従業者が，その法人又は人の業務に関して第７３条の２（中略）の罪（中略）を犯したときは，行為者を罰するほか，その法人又は人に対しても，各本条の罰金刑を科する。
【記 述】",１．Ａ説によれば，甲社代表取締役乙が，自社の事業活動に関し，外国人に不法就労活動をさせた場合，甲社に出入国管理及び難民認定法違反の罪（同法第７３条の２第１項，第７６条の２，以下「不法就労助長罪」という。）が成立する。,２．Ａ説によれば，甲社従業者丙が，自社の事業活動に関し，外国人に不法就労活動をさせた場合，甲社に不法就労助長罪が成立する。,３．Ｂ説によれば，甲社代表取締役乙が，自社の事業活動に関し，外国人に不法就労活動をさせた場合，甲社の乙に対する選任監督上の過失がないことが立証されない限り，甲社に不法就労助長罪が成立する。,４．Ｂ説によれば，甲社従業者丙が，自社の事業活動に関し，外国人に不法就労活動をさせた場合，甲社代表取締役乙の丙に対する選任監督上の過失がないことが立証されない限り，甲社に不法就労助長罪が成立する。,５．Ｃ説によれば，甲社従業者丙が，自社の事業活動に関し，外国人に不法就労活動をさせた場合，甲社代表取締役乙の丙に対する選任監督上の過失がないことが立証されない限り，甲社に不法就労助長罪が成立する。,,,,,,35,
2011,15,kei,次の１から５までの各記述を判例の立場に従って検討し，正しいものを２個選びなさい。,１．甲は，人通りの多い路上で，不特定多数の通行人を勧誘して客を集めた上，近隣のビルの１室において，外部との出入りを制限した状態で，自らが雇用した男女に全裸で性行為を行わせ，それを６名の客に有料で観覧させて利益を得た。この場合，甲に公然わいせつ罪の共同正犯は成立しない。,２．甲は，自己の所有するパソコンからわいせつな画像データをサーバーに送信して記憶・蔵置させた上，不特定多数の者が，インターネットを経由して同わいせつ画像データをダウンロードして，パソコンの画面上に再生して閲覧することを可能にした。この場合，閲覧する者において，閲覧の際，画像データのダウンロード等の作業をする必要があったとしても，甲にわいせつ物公然陳列罪が成立する。,３．甲は，わいせつな映像が録画されたマスターＤＶＤを所持していたが，甲には，同マスターＤＶＤ内に記録されたわいせつな映像を客の注文に応じて他のＤＶＤに複写して販売する意図はあったものの，同マスターＤＶＤ自体を販売する意図はなかった。この場合，甲にわいせつ物販売目的所持罪は成立しない。,４．甲は，外国で販売する目的で，日本国内においてわいせつな写真を所持した。この場合，甲にわいせつ物販売目的所持罪が成立する。,５．甲は，わいせつな映像が録画されたＤＶＤを販売する目的で雑誌に広告を出し，申し込んできた複数の客から代金の振込みを受け，宅配便で配送する手続を採ったが，配送するトラックが途中で事故を起こしたため，同ＤＶＤは，客に届かなかった。この場合，甲にわいせつ物販売罪は成立しない。,,,,,,25,
2011,16,kei,"業務上の占有者による横領行為に非占有者が加功した場合の罪責について，教授及び学生が次の【会話】のとおり議論している。【会話】中の①から⑤までの（ ）内に後記アからキまでの【発言】から適切な語句を入れた場合，正しいものの組合せは，後記１から５までのうちのどれか。
【会 話】
教授．保険会社の保険料集金担当従業員である甲が，同社の従業員ではない知人乙と共謀の上，集金した保険料を横領した事例のように，業務上の占有者に非占有者が加功した場合のそれぞれの罪責について，共犯と身分の観点から，どのようなことが問題になりますか。
学生．業務上横領罪の成否に関して，同罪は，単純横領罪との関係では（①）であり，他方，非占有者との関係では（②）となりますから，特に乙に対して，何罪が成立するのかが問題になります。
教授．判例ではこの事例はどのような結論になりますか。
学生．判例は，（③）としています。
教授．判例の立場に対しては，どのような批判がなされていますか。
学生．非身分者について罪名と科刑の分離を認めるのは妥当でないという批判がなされています。
教授．この点を克服するための考え方としては，どのようなものがありますか。
学生．刑法第６５条第１項は違法身分について規定し，同条第２項は責任身分について規定していると考え，業務上横領罪については，（④）と捉えた上で，この事例では（⑤）とする見解などがあります。
【発 言】
ア．占有の受託者という身分があることによって犯罪行為になる構成的身分犯
イ．業務者という身分があることによって刑が加重・減軽される加減的身分犯
ウ．占有の受託者たる身分は責任身分，業務者たる身分は違法身分
エ．占有の受託者たる身分は違法身分，業務者たる身分は責任身分
オ．刑法第６５条第１項により甲には業務上横領罪が，同条第２項により乙には単純横領罪がそれぞれ成立し，甲及び乙は単純横領罪の範囲で共犯となる
カ．刑法第６５条第１項により甲及び乙は業務上横領罪の共犯となり，同条第２項により乙に対しては単純横領罪の刑を科す
キ．刑法第６５条第１項により甲及び乙は単純横領罪の共犯となり，更に同条第２項により甲については業務上横領罪が成立する",１．①ア ②イ ③カ ④ウ ⑤オ,２．①ア ②イ ③キ ④ウ ⑤オ,３．①イ ②ア ③オ ④エ ⑤カ,４．①イ ②ア ③カ ④エ ⑤キ,５．①イ ②ア ③キ ④ウ ⑤カ,,,,,,4,
2011,17,kei,次の１から５までの各記述を判例の立場に従って検討し，正しいものを２個選びなさい（ただし，甲は，記述４を除いて，当初から，対象物が財産に対する罪に当たる行為によって領得されたものであることを認識していたものとする。）。,１．甲は，何者かがＡ社事務所から窃取した約束手形をＡ社に買い取らせる交渉を乙に依頼され，Ａ社と買取りの条件を交渉したところ，同手形はＡ社に売却された。この場合，甲には盗品等処分あっせん罪が成立する。,２．甲は，乙を教唆して丙所有の自動車を窃取させた後，乙に代金を支払って同自動車を買い受け， そ の引渡しを受けた。この場合，甲には，窃盗教唆罪が成立し，盗品等有償譲受け罪は成立しない。,３．甲は，乙が窃取した丙所有の自動車を乙から買って，乙に代金を支払ったが，乙が検挙されてしまい，乙から同車の引渡しを受けることができなかった。この場合，甲には盗品等有償譲受け罪が成立する。,４．甲は，乙からパソコンを預かり保管したが，その１か月後，同パソコンは，乙が丙から窃取したものであることを知ったにもかかわらず，乙のために保管を継続した。この場合，甲には盗品等保管罪が成立する。,５．甲は，１２歳の乙が電器店で窃取した携帯電話機を乙から買い，代金を支払ってその交付を受けた。この場合，甲には盗品等有償譲受け罪は成立しない。,,,,,,14,
2011,18,kei,次の１から５までの各記述を判例の立場に従って検討し，誤っているものを２個選びなさい。,１．甲は，乙が第三者から盗んできた物を，盗品かもしれないと認識していたが，値段が安いのでそれでも構わないと思って有償で譲り受けた。この場合，甲には盗品等有償譲受け罪は成立しない。,２．甲は，殺意をもって乙の首を絞め，乙が気絶したのを見て既に窒息死したものと誤信し，乙を海に投げ込んだところ，乙は海中で溺死した。この場合，甲には殺人罪が成立する。,３．甲は，自己が経営する店において，わいせつな映像を録画したＤＶＤを販売したが，あらかじめ同ＤＶＤの映像を再生してその内容を認識していたものの，この程度ではわいせつ図画に当たらないと考えていた。この場合，甲にはわいせつ図画販売罪が成立しない。,４．甲は，パチンコ店の従業員乙が運搬していた同店の売上金の入ったかばんを強取するため，乙の後方から，乙の頭部を狙い，殺意をもってけん銃の弾丸を発射したところ，同弾丸は乙の肩を貫通した上，甲が認識していなかった通行人丙の腹部に命中し，乙と丙にそれぞれ傷害を負わせた。この場合，甲には，乙に対する強盗殺人未遂罪，丙に対する強盗殺人未遂罪がそれぞれ成立し，両罪は観念的競合となる。,５．甲は，乙に対して丙に暴行するよう教唆したところ，乙が丙の頭部を１回殴り，その結果，丙が転倒して地面に頭部を打ち付け，脳挫傷により死亡した。この場合，甲には傷害致死罪の教唆犯が成立する。,,,,,,13,
